exp_group,user_id,likes,views,ctr
Test,125862,2,25,0.08
Test,117449,6,51,0.1176470588235294
Test,125716,18,100,0.18
Test,125404,7,70,0.1
Control,127697,2,24,0.0833333333333333
Control,14687,9,38,0.2368421052631578
Test,747,2,24,0.0833333333333333
Test,117093,2,30,0.0666666666666666
Test,117207,12,33,0.3636363636363636
Control,131934,16,96,0.1666666666666666
Control,132076,37,239,0.1548117154811715
Test,26470,29,81,0.3580246913580246
Test,109658,6,66,0.0909090909090909
Test,26580,18,53,0.3396226415094339
Control,112613,17,63,0.2698412698412698
Control,130297,29,114,0.2543859649122807
Test,11464,18,44,0.4090909090909091
Control,130351,35,134,0.2611940298507462
Test,11550,12,37,0.3243243243243243
Control,5382,1,14,0.0714285714285714
Test,3951,4,47,0.0851063829787234
Control,29425,34,147,0.2312925170068027
Test,107122,8,102,0.0784313725490196
Test,107428,5,14,0.3571428571428571
Control,29021,39,143,0.2727272727272727
Test,27444,40,103,0.3883495145631068
Test,19035,21,215,0.0976744186046511
Control,113413,16,72,0.2222222222222222
Control,113591,16,112,0.1428571428571428
Test,19177,4,12,0.3333333333333333
Control,108715,5,20,0.25
Control,25495,15,80,0.1875
Control,25331,12,81,0.1481481481481481
Test,22563,6,72,0.0833333333333333
Test,22673,20,61,0.3278688524590163
Control,139196,17,79,0.2151898734177215
Control,138612,5,28,0.1785714285714285
Control,109493,3,10,0.3
Test,31620,3,29,0.1034482758620689
Control,138694,11,67,0.1641791044776119
Test,31456,35,122,0.2868852459016393
Test,132893,7,74,0.0945945945945946
Test,31314,7,76,0.0921052631578947
Test,15644,2,28,0.0714285714285714
Test,128658,25,59,0.423728813559322
Control,33270,14,51,0.2745098039215686
Control,118054,11,62,0.1774193548387097
Control,10183,11,59,0.1864406779661017
Test,7589,36,108,0.3333333333333333
Test,15562,1,16,0.0625
Control,118620,16,56,0.2857142857142857
Control,1234,5,17,0.2941176470588235
Test,119889,27,71,0.380281690140845
Control,136028,7,16,0.4375
Control,28321,12,69,0.1739130434782608
Control,28179,3,11,0.2727272727272727
Test,29818,8,67,0.1194029850746268
Control,108373,8,24,0.3333333333333333
Control,27867,8,21,0.3809523809523809
Test,30564,9,97,0.0927835051546391
Test,113898,1,19,0.0526315789473684
Test,129650,22,131,0.1679389312977099
Control,115416,33,111,0.2972972972972973
Test,129210,13,74,0.1756756756756756
Test,129502,11,45,0.2444444444444444
Control,108520,9,45,0.2
Test,133782,21,47,0.4468085106382978
Control,19899,6,30,0.2
Control,135245,23,114,0.2017543859649122
Test,113971,1,17,0.0588235294117647
Test,22482,5,62,0.0806451612903225
Control,135423,13,102,0.1274509803921568
Control,19565,8,31,0.2580645161290322
Control,20133,13,51,0.2549019607843137
Control,107766,3,10,0.3
Test,133434,6,81,0.074074074074074
Test,114505,12,25,0.48
Control,136161,10,80,0.125
Test,114221,6,62,0.0967741935483871
Test,133214,8,23,0.3478260869565217
Test,133356,8,73,0.1095890410958904
Test,120844,29,83,0.3493975903614458
Control,10720,13,47,0.2765957446808511
Test,129489,27,91,0.2967032967032967
Control,2393,3,23,0.1304347826086956
Control,123248,11,52,0.2115384615384615
Test,129743,14,118,0.1186440677966101
Test,121540,13,134,0.0970149253731343
Control,115067,9,37,0.2432432432432432
Control,16447,22,115,0.1913043478260869
Test,31471,7,69,0.1014492753623188
Test,23268,5,10,0.5
Test,132804,23,217,0.1059907834101382
Test,23126,12,102,0.1176470588235294
Test,31545,15,53,0.2830188679245283
Control,17299,10,71,0.1408450704225352
Control,108566,8,49,0.1632653061224489
Test,22856,37,109,0.3394495412844037
Test,30869,34,118,0.288135593220339
Test,111387,26,90,0.2888888888888888
Control,108708,11,50,0.22
Control,25386,23,90,0.2555555555555555
Control,118327,22,103,0.2135922330097087
Test,128231,8,11,0.7272727272727273
Control,33511,7,35,0.2
Test,128085,7,64,0.109375
Control,118753,16,41,0.3902439024390244
Control,1135,4,18,0.2222222222222222
Test,16063,7,18,0.3888888888888889
Test,120356,16,93,0.1720430107526881
Test,7594,1,28,0.0357142857142857
Control,10106,13,59,0.2203389830508474
Control,118171,6,57,0.1052631578947368
Control,122851,11,72,0.1527777777777778
Control,130906,30,137,0.218978102189781
Test,124133,25,75,0.3333333333333333
Control,130450,20,116,0.1724137931034483
Test,124461,12,131,0.0916030534351145
Control,122155,21,74,0.2837837837837837
Control,28804,19,87,0.2183908045977011
Test,137122,11,122,0.0901639344262295
Test,136976,22,61,0.360655737704918
Test,107435,16,35,0.4571428571428571
Test,26775,35,109,0.3211009174311927
Test,136206,10,159,0.0628930817610062
Test,27123,14,40,0.35
Test,124933,3,28,0.1071428571428571
Test,8943,42,135,0.3111111111111111
Test,116924,2,24,0.0833333333333333
Control,15146,22,96,0.2291666666666666
Test,328,11,79,0.1392405063291139
Test,138224,5,28,0.1785714285714285
Control,131151,15,95,0.1578947368421052
Test,109955,3,27,0.1111111111111111
Control,32178,15,73,0.2054794520547945
Test,26303,12,34,0.3529411764705882
Control,23819,8,61,0.1311475409836065
Control,131481,20,91,0.2197802197802197
Test,17614,7,67,0.1044776119402985
Test,17532,16,52,0.3076923076923077
Test,110585,19,245,0.0775510204081632
Control,131637,23,114,0.2017543859649122
Control,24231,17,85,0.2
Control,129968,28,200,0.14
Control,12428,10,30,0.3333333333333333
Test,2872,15,46,0.3260869565217391
Control,12634,27,130,0.2076923076923077
Control,121787,16,62,0.2580645161290322
Test,115404,8,65,0.123076923076923
Test,123665,8,88,0.0909090909090909
Test,10747,22,50,0.44
Test,20442,23,60,0.3833333333333333
Test,28341,2,21,0.0952380952380952
Control,114230,5,23,0.217391304347826
Test,28625,13,126,0.1031746031746031
Test,107615,10,90,0.1111111111111111
Control,133979,15,84,0.1785714285714285
Test,108183,12,114,0.1052631578947368
Test,135254,12,34,0.3529411764705882
Test,108069,16,44,0.3636363636363636
Test,27855,18,63,0.2857142857142857
Control,133773,20,57,0.3508771929824561
Control,15802,14,85,0.1647058823529411
Test,32902,12,32,0.375
Test,10195,21,64,0.328125
Test,10081,3,38,0.0789473684210526
Test,118144,11,129,0.0852713178294573
Test,1550,6,19,0.3157894736842105
Test,1222,8,23,0.3478260869565217
Control,128408,34,205,0.1658536585365853
Test,126613,13,43,0.3023255813953488
Test,9343,5,15,0.3333333333333333
Test,17210,40,91,0.4395604395604395
Control,31522,10,73,0.136986301369863
Control,132119,9,50,0.18
Test,138592,39,97,0.4020618556701031
Control,110622,6,30,0.2
Control,132873,18,82,0.2195121951219512
Test,29271,11,57,0.1929824561403508
Test,29491,42,125,0.336
Test,134862,19,188,0.101063829787234
Control,26686,32,115,0.2782608695652174
Test,21230,1,11,0.0909090909090909
Test,134324,10,91,0.1098901098901098
Test,29001,10,18,0.5555555555555556
Control,106670,4,15,0.2666666666666666
Test,28717,49,124,0.3951612903225806
Test,130143,22,69,0.3188405797101449
Test,130441,9,87,0.1034482758620689
Test,122086,1,12,0.0833333333333333
Control,116715,6,28,0.2142857142857142
Test,131740,10,88,0.1136363636363636
Control,17841,15,72,0.2083333333333333
Control,25708,30,157,0.1910828025477707
Control,110214,9,47,0.1914893617021276
Test,131914,48,158,0.3037974683544304
Test,111929,6,66,0.0909090909090909
Test,112011,7,69,0.1014492753623188
Test,132088,36,117,0.3076923076923077
Test,31949,12,47,0.2553191489361702
Test,139359,18,58,0.3103448275862069
Control,138073,10,44,0.2272727272727272
Control,18379,8,49,0.1632653061224489
Test,139579,12,41,0.2926829268292683
Test,14933,1,16,0.0625
Control,117515,14,75,0.1866666666666666
Control,125654,17,92,0.1847826086956521
Control,125874,27,111,0.2432432432432432
Control,8334,7,22,0.3181818181818182
Test,119576,60,173,0.3468208092485549
Test,127685,20,39,0.5128205128205128
Control,138212,13,91,0.1428571428571428
Test,131163,2,19,0.1052631578947368
Control,109861,3,16,0.1875
Test,32020,13,50,0.26
Test,31856,10,58,0.1724137931034483
Test,131469,16,40,0.4
Control,18080,23,97,0.2371134020618556
Test,139344,11,113,0.0973451327433628
Test,31938,14,42,0.3333333333333333
Control,26037,28,69,0.4057971014492754
Test,32266,27,69,0.391304347826087
Test,24535,6,24,0.25
Test,111926,8,20,0.4
Test,139818,5,23,0.217391304347826
Test,32732,2,13,0.1538461538461538
Control,137516,8,62,0.1290322580645161
Test,131731,8,109,0.073394495412844
Control,25809,52,201,0.2587064676616915
Control,578,7,20,0.35
Test,14482,16,48,0.3333333333333333
Control,116762,2,43,0.0465116279069767
Test,127690,10,29,0.3448275862068966
Test,15166,3,19,0.1578947368421052
Control,125711,2,9,0.2222222222222222
Control,494,5,10,0.5
Control,117458,13,77,0.1688311688311688
Test,118793,0,7,0.0
Test,7047,1,15,0.0666666666666666
Control,8535,2,11,0.1818181818181818
Control,19186,2,8,0.25
Test,28816,9,94,0.0957446808510638
Test,134509,17,50,0.34
Test,113352,14,107,0.1308411214953271
Test,134331,1,13,0.0769230769230769
Test,134771,11,123,0.089430894308943
Control,18924,10,47,0.2127659574468085
Control,107113,9,37,0.2432432432432432
Control,107227,5,31,0.1612903225806451
Control,26965,8,25,0.32
Control,124199,8,37,0.2162162162162162
Control,124309,14,64,0.21875
Test,5323,10,28,0.3571428571428571
Test,130894,8,119,0.0672268907563025
Control,124473,32,201,0.1592039800995024
Control,3288,4,48,0.0833333333333333
Control,116274,29,122,0.2377049180327868
Control,11475,5,45,0.1111111111111111
Test,122175,4,49,0.0816326530612244
Test,126796,4,39,0.1025641025641025
Control,128243,8,46,0.1739130434782608
Test,33523,16,58,0.2758620689655172
Test,1311,12,30,0.4
Control,128293,13,78,0.1666666666666666
Control,128407,13,41,0.3170731707317073
Control,15897,21,51,0.4117647058823529
Control,128863,15,70,0.2142857142857142
Test,118077,12,112,0.1071428571428571
Control,15623,19,85,0.2235294117647059
Control,128649,19,100,0.19
Test,117995,16,52,0.3076923076923077
Control,120660,23,71,0.323943661971831
Test,32827,15,110,0.1363636363636363
Test,16537,25,75,0.3333333333333333
Test,16427,18,61,0.2950819672131147
Test,25078,16,49,0.3265306122448979
Control,132870,19,89,0.2134831460674157
Control,31483,16,52,0.3076923076923077
Control,23444,20,89,0.2247191011235955
Test,24722,21,70,0.3
Control,23106,14,90,0.1555555555555555
Test,138607,1,13,0.0769230769230769
Test,109012,8,84,0.0952380952380952
Test,25178,2,35,0.0571428571428571
Control,31205,27,96,0.28125
Test,139175,0,12,0.0
Control,31063,21,97,0.2164948453608247
Test,17287,20,59,0.3389830508474576
Test,25484,18,154,0.1168831168831168
Test,17123,8,72,0.1111111111111111
Control,30771,20,98,0.2040816326530612
Test,138865,27,74,0.3648648648648648
Test,123514,27,86,0.313953488372093
Test,10384,6,54,0.1111111111111111
Test,2559,17,56,0.3035714285714285
Test,123678,13,32,0.40625
Control,129043,26,135,0.1925925925925926
Test,2949,6,15,0.4
Test,123058,26,140,0.1857142857142857
Control,129983,14,97,0.1443298969072164
Test,19741,8,87,0.0919540229885057
Test,135567,19,79,0.240506329113924
Control,22178,36,130,0.2769230769230769
Test,27840,9,31,0.2903225806451613
Test,28068,13,90,0.1444444444444444
Control,134118,3,14,0.2142857142857142
Control,113959,6,22,0.2727272727272727
Test,27926,13,89,0.146067415730337
Test,107746,4,54,0.074074074074074
Control,29907,19,86,0.2209302325581395
Control,114525,15,82,0.1829268292682926
Test,136181,8,79,0.1012658227848101
Control,133368,6,33,0.1818181818181818
Test,18618,10,31,0.3225806451612903
Test,136232,31,92,0.3369565217391304
Control,29290,51,206,0.2475728155339805
Control,134949,12,57,0.2105263157894736
Control,112690,10,34,0.2941176470588235
Test,18910,1,12,0.0833333333333333
Test,27257,0,10,0.0
Test,137014,21,46,0.4565217391304347
Control,20863,13,28,0.4642857142857143
Control,134637,40,176,0.2272727272727272
Control,5763,9,39,0.2307692307692307
Control,130310,24,88,0.2727272727272727
Control,6119,10,61,0.1639344262295081
Test,11653,8,23,0.3478260869565217
Test,3728,7,30,0.2333333333333333
Test,115998,16,54,0.2962962962962963
Test,11931,2,15,0.1333333333333333
Test,124181,31,66,0.4696969696969697
Test,115834,38,152,0.25
Test,115912,3,28,0.1071428571428571
Test,3910,1,18,0.0555555555555555
Control,32750,8,36,0.2222222222222222
Control,131745,21,120,0.175
Control,132037,29,150,0.1933333333333333
Control,131959,43,169,0.2544378698224852
Control,32394,7,32,0.21875
Control,111876,2,14,0.1428571428571428
Test,26621,48,158,0.3037974683544304
Control,31810,4,23,0.1739130434782608
Test,18066,2,39,0.0512820512820512
Control,139526,18,87,0.2068965517241379
Test,109989,8,87,0.0919540229885057
Control,23803,23,147,0.1564625850340136
Control,32038,33,119,0.2773109243697479
Test,125675,1,15,0.0666666666666666
Control,14952,18,38,0.4736842105263157
Control,127106,9,44,0.2045454545454545
Test,116776,4,46,0.0869565217391304
Control,14496,22,124,0.1774193548387097
Control,127790,21,87,0.2413793103448276
Test,8991,12,131,0.0916030534351145
Test,117068,6,64,0.09375
Test,121424,29,97,0.2989690721649484
Control,115037,17,85,0.2
Control,123222,13,107,0.1214953271028037
Test,4722,7,59,0.1186440677966101
Control,123806,19,81,0.2345679012345679
Control,2431,22,87,0.2528735632183908
Control,123642,4,33,0.1212121212121212
Control,10612,19,102,0.1862745098039215
Test,129527,45,119,0.3781512605042016
Control,123464,23,155,0.1483870967741935
Test,133240,6,64,0.09375
Control,28218,7,32,0.21875
Test,30007,12,113,0.1061946902654867
Control,107782,18,75,0.24
Control,135843,31,227,0.1365638766519823
Test,30249,35,113,0.3097345132743362
Test,22342,11,118,0.0932203389830508
Control,108202,12,48,0.25
Test,22516,61,186,0.3279569892473118
Test,30719,19,186,0.1021505376344086
Test,22160,3,54,0.0555555555555555
Test,7258,1,20,0.05
Control,33133,7,28,0.25
Test,15587,11,124,0.0887096774193548
Test,128991,30,173,0.1734104046242774
Control,33247,32,84,0.3809523809523809
Control,1665,3,17,0.1764705882352941
Control,118727,4,21,0.1904761904761904
Test,120238,3,39,0.0769230769230769
Test,16207,7,63,0.1111111111111111
Test,16381,23,36,0.6388888888888888
Test,30721,7,82,0.0853658536585365
Control,17105,6,53,0.1132075471698113
Control,108674,8,22,0.3636363636363636
Control,139157,9,61,0.1475409836065573
Control,108884,29,109,0.2660550458715596
Test,132688,3,37,0.081081081081081
Control,24736,47,146,0.3219178082191781
Control,25028,10,65,0.1538461538461538
Control,24950,43,222,0.1936936936936936
Test,128124,24,75,0.32
Control,9293,4,25,0.16
Test,16192,13,41,0.3170731707317073
Test,120005,7,41,0.1707317073170731
Control,1268,10,36,0.2777777777777778
Test,8185,3,36,0.0833333333333333
Control,118016,2,16,0.125
Test,120511,6,71,0.0845070422535211
Control,33122,15,64,0.234375
Control,9783,12,52,0.2307692307692307
Test,15674,3,32,0.09375
Control,126219,9,31,0.2903225806451613
Control,16406,2,11,0.1818181818181818
Control,109303,33,96,0.34375
Test,110920,4,108,0.037037037037037
Test,31430,30,83,0.3614457831325301
Test,23323,19,157,0.1210191082802547
Control,138578,12,78,0.1538461538461538
Test,23245,9,29,0.3103448275862069
Control,24605,13,63,0.2063492063492063
Test,31082,29,114,0.2543859649122807
Test,132133,18,180,0.1
Control,25191,4,42,0.0952380952380952
Test,22711,17,49,0.3469387755102041
Control,139162,9,48,0.1875
Test,111410,6,101,0.0594059405940594
Test,22995,12,63,0.1904761904761904
Control,17004,9,66,0.1363636363636363
Control,25521,11,48,0.2291666666666666
Control,2214,3,24,0.125
Control,123637,14,56,0.25
Control,123793,17,77,0.2207792207792207
Control,2416,9,28,0.3214285714285714
Control,10271,4,10,0.4
Test,4733,26,86,0.3023255813953488
Control,123683,24,120,0.2
Control,10853,26,109,0.2385321100917431
Test,129922,9,123,0.073170731707317
Control,115026,5,40,0.125
Control,2780,7,40,0.175
Test,4561,26,75,0.3466666666666667
Test,133823,30,97,0.3092783505154639
Control,27727,12,36,0.3333333333333333
Control,135382,19,105,0.1809523809523809
Control,27947,7,22,0.3181818181818182
Control,19524,7,36,0.1944444444444444
Test,134107,42,132,0.3181818181818182
Control,20030,2,15,0.1333333333333333
Test,114642,17,59,0.288135593220339
Control,135710,24,150,0.16
Control,28643,33,127,0.2598425196850393
Control,107629,5,49,0.1020408163265306
Control,107963,4,17,0.2352941176470588
Test,109994,47,149,0.3154362416107382
Test,109774,13,121,0.1074380165289256
Test,137917,9,96,0.09375
Control,112579,3,22,0.1363636363636363
Test,110086,4,12,0.3333333333333333
Control,24408,16,71,0.2253521126760563
Control,111837,3,21,0.1428571428571428
Test,110544,36,88,0.4090909090909091
Control,131612,24,66,0.3636363636363636
Test,25694,9,51,0.1764705882352941
Control,119548,7,61,0.1147540983606557
Test,795,2,19,0.1052631578947368
Control,127735,16,60,0.2666666666666666
Test,467,7,18,0.3888888888888889
Control,127465,19,105,0.1809523809523809
Test,8554,3,43,0.0697674418604651
Test,19069,10,27,0.3703703703703703
Test,136797,22,159,0.1383647798742138
Test,137017,8,72,0.1111111111111111
Control,113397,12,62,0.1935483870967742
Control,134278,14,85,0.1647058823529411
Test,27332,19,113,0.168141592920354
Control,134196,22,87,0.2528735632183908
Test,137099,5,64,0.078125
Test,26814,10,58,0.1724137931034483
Control,21102,34,87,0.3908045977011494
Test,107394,29,59,0.4915254237288136
Control,134954,34,175,0.1942857142857142
Test,26984,2,24,0.0833333333333333
Control,29285,13,56,0.2321428571428571
Control,135064,13,82,0.1585365853658536
Test,115911,13,115,0.1130434782608695
Control,122826,15,52,0.2884615384615384
Test,124186,11,40,0.275
Test,124030,5,12,0.4166666666666667
Control,13565,3,20,0.15
Test,12098,12,35,0.3428571428571428
Test,116697,7,100,0.07
Control,122114,22,139,0.158273381294964
Test,124882,31,109,0.2844036697247706
Test,124768,20,49,0.4081632653061224
Test,11502,3,28,0.1071428571428571
Test,116239,7,65,0.1076923076923077
Control,122288,38,134,0.2835820895522388
Test,17015,38,131,0.2900763358778626
Control,111401,7,35,0.2
Control,22558,54,220,0.2454545454545454
Test,16745,31,78,0.3974358974358974
Test,24582,3,28,0.1071428571428571
Test,109448,1,22,0.0454545454545454
Control,110647,5,58,0.0862068965517241
Control,23140,21,104,0.2019230769230769
Control,31499,9,50,0.18
Test,139059,4,33,0.1212121212121212
Control,23254,10,66,0.1515151515151515
Test,109150,23,53,0.4339622641509434
Test,138569,13,93,0.1397849462365591
Control,111073,9,53,0.1698113207547169
Control,132896,8,60,0.1333333333333333
Test,24930,21,67,0.3134328358208955
Test,126224,15,148,0.1013513513513513
Control,7246,2,10,0.2
Test,32943,6,49,0.1224489795918367
Test,117965,6,10,0.6
Control,128889,1,16,0.0625
Test,118625,30,92,0.3260869565217391
Test,126478,2,15,0.1333333333333333
Test,118277,7,65,0.1076923076923077
Control,128103,15,76,0.1973684210526315
Test,20467,5,12,0.4166666666666667
Control,114633,7,63,0.1111111111111111
Test,135685,10,27,0.3703703703703703
Control,133384,16,67,0.2388059701492537
Test,135295,14,173,0.0809248554913294
Control,22354,16,50,0.32
Test,108044,6,50,0.12
Control,134080,14,71,0.1971830985915492
Test,28034,3,34,0.088235294117647
Test,27732,19,64,0.296875
Test,19849,2,32,0.0625
Control,22070,13,44,0.2954545454545454
Control,113879,8,34,0.2352941176470588
Control,121412,21,120,0.175
Control,133796,7,10,0.7
Test,123028,2,20,0.1
Control,129945,23,110,0.209090909090909
Test,114733,5,43,0.1162790697674418
Test,123376,25,77,0.3246753246753247
Control,4270,2,17,0.1176470588235294
Test,2063,4,9,0.4444444444444444
Test,10706,2,21,0.0952380952380952
Control,125695,16,53,0.3018867924528302
Control,117648,10,52,0.1923076923076923
Test,127296,8,38,0.2105263157894736
Test,127012,1,15,0.0666666666666666
Control,125409,11,55,0.2
Test,6335,2,22,0.0909090909090909
Test,119601,7,18,0.3888888888888889
Test,127582,29,101,0.2871287128712871
Test,119527,26,59,0.4406779661016949
Test,131591,10,29,0.3448275862068966
Control,25847,33,187,0.1764705882352941
Control,17816,10,46,0.217391304347826
Test,112034,1,16,0.0625
Test,139966,15,48,0.3125
Test,32414,8,78,0.1025641025641025
Control,137748,12,47,0.2553191489361702
Test,131353,10,83,0.1204819277108433
Test,139538,3,11,0.2727272727272727
Test,23791,7,91,0.0769230769230769
Test,130244,37,94,0.3936170212765957
Control,3148,6,10,0.6
Control,124447,12,51,0.2352941176470588
Control,116152,9,74,0.1216216216216216
Control,3638,18,77,0.2337662337662337
Test,5513,2,36,0.0555555555555555
Test,122375,7,108,0.0648148148148148
Test,131034,14,125,0.112
Control,124005,19,108,0.1759259259259259
Control,124339,14,72,0.1944444444444444
Control,115932,22,104,0.2115384615384615
Control,18606,44,175,0.2514285714285714
Test,29310,38,80,0.475
Test,21411,4,45,0.0888888888888888
Test,29388,13,42,0.3095238095238095
Test,134961,22,199,0.1105527638190954
Control,26995,2,14,0.1428571428571428
Test,29608,56,132,0.4242424242424242
Test,21191,22,34,0.6470588235294118
Control,136536,3,18,0.1666666666666666
Control,27245,0,16,0.0
Control,136994,43,141,0.3049645390070922
Test,20495,7,69,0.1014492753623188
Control,136774,29,101,0.2871287128712871
Control,27401,17,59,0.288135593220339
Control,116151,1,13,0.0769230769230769
Test,122048,19,75,0.2533333333333333
Control,116607,4,31,0.1290322580645161
Control,124578,10,45,0.2222222222222222
Test,121970,46,96,0.4791666666666667
Control,116685,20,112,0.1785714285714285
Test,122134,10,36,0.2777777777777778
Test,113463,6,20,0.3
Control,136955,19,85,0.2235294117647059
Control,19049,5,23,0.217391304347826
Test,134646,10,129,0.0775193798449612
Control,137005,24,129,0.1860465116279069
Control,137119,47,185,0.254054054054054
Control,26794,18,112,0.1607142857142857
Test,112681,2,16,0.125
Test,134746,44,128,0.34375
Control,26648,42,138,0.3043478260869565
Control,27004,14,100,0.14
Test,21420,18,149,0.1208053691275167
Control,18593,23,93,0.2473118279569892
Control,8964,2,15,0.1333333333333333
Control,117499,5,38,0.131578947368421
Test,119108,8,27,0.2962962962962963
Control,125506,20,81,0.2469135802469135
Test,127485,2,24,0.0833333333333333
Test,118930,1,17,0.0588235294117647
Control,109836,2,27,0.074074074074074
Test,32061,9,84,0.1071428571428571
Test,23776,1,15,0.0666666666666666
Test,31979,42,109,0.3853211009174312
Test,31833,5,55,0.0909090909090909
Test,112599,4,38,0.1052631578947368
Test,24574,18,47,0.3829787234042553
Control,110240,15,121,0.1239669421487603
Test,131948,40,128,0.3125
Test,139953,6,28,0.2142857142857142
Control,137313,4,29,0.1379310344827586
Test,131770,8,59,0.135593220338983
Test,111739,5,62,0.0806451612903225
Control,113880,13,66,0.1969696969696969
Test,19536,23,82,0.2804878048780488
Control,134095,16,78,0.2051282051282051
Control,29946,16,101,0.1584158415841584
Test,135864,8,80,0.1
Control,114548,11,50,0.22
Control,133557,14,107,0.1308411214953271
Control,29996,5,56,0.0892857142857142
Test,136156,53,121,0.4380165289256198
Test,123475,13,119,0.1092436974789916
Control,120963,2,17,0.1176470588235294
Control,12898,3,26,0.1153846153846153
Test,115598,5,9,0.5555555555555556
Test,2048,16,31,0.5161290322580645
Test,123781,7,71,0.0985915492957746
Control,4827,15,65,0.2307692307692307
Control,121173,14,78,0.1794871794871795
Control,129600,19,70,0.2714285714285714
Test,114722,4,35,0.1142857142857142
Control,129828,13,59,0.2203389830508474
Test,24941,60,128,0.46875
Control,23311,8,65,0.123076923076923
Control,31328,18,106,0.1698113207547169
Control,110730,8,25,0.32
Control,31670,3,28,0.1071428571428571
Control,132683,1,20,0.05
Control,132227,28,166,0.1686746987951807
Control,132145,21,77,0.2727272727272727
Control,111170,9,78,0.1153846153846153
Test,138986,31,138,0.2246376811594203
Test,17016,8,104,0.0769230769230769
Control,132583,4,47,0.0851063829787234
Control,30746,11,53,0.2075471698113207
Control,16358,6,20,0.3
Test,9305,8,23,0.3478260869565217
Test,1334,1,24,0.0416666666666666
Test,118282,3,7,0.4285714285714285
Test,9451,16,105,0.1523809523809524
Control,120017,7,35,0.2
Control,15920,7,27,0.2592592592592592
Test,126643,22,66,0.3333333333333333
Control,128268,10,78,0.1282051282051282
Control,119907,24,122,0.1967213114754098
Control,7575,8,42,0.1904761904761904
Test,32786,8,20,0.4
Test,117872,5,46,0.108695652173913
Control,1431,12,52,0.2307692307692307
Test,16199,12,113,0.1061946902654867
Test,119920,56,176,0.3181818181818182
Control,33709,7,27,0.2592592592592592
Control,118023,41,133,0.3082706766917293
Control,126056,3,15,0.2
Test,128983,9,47,0.1914893617021276
Control,32947,8,52,0.1538461538461538
Test,128513,9,85,0.1058823529411764
Test,7392,4,69,0.0579710144927536
Test,133006,4,48,0.0833333333333333
Control,16757,23,95,0.2421052631578947
Test,31511,19,63,0.3015873015873015
Control,17167,12,96,0.125
Test,22704,4,34,0.1176470588235294
Test,31085,7,12,0.5833333333333334
Control,25526,20,80,0.25
Test,132596,14,30,0.4666666666666667
Test,111495,9,85,0.1058823529411764
Control,17003,17,111,0.1531531531531531
Test,120866,25,85,0.2941176470588235
Control,10620,4,15,0.2666666666666666
Control,10702,11,41,0.2682926829268293
Test,120976,5,53,0.0943396226415094
Test,129535,73,215,0.3395348837209302
Test,4894,6,16,0.375
Control,123798,24,78,0.3076923076923077
Control,10960,13,88,0.1477272727272727
Test,12655,4,49,0.0816326530612244
Control,11014,5,26,0.1923076923076923
Test,12299,1,14,0.0714285714285714
Test,133642,5,20,0.25
Control,135605,32,147,0.2176870748299319
Test,30711,12,120,0.1
Test,113867,47,134,0.3507462686567164
Control,27898,10,54,0.1851851851851851
Control,28644,27,135,0.2
Test,133542,12,28,0.4285714285714285
Control,107736,11,37,0.2972972972972973
Control,135851,19,89,0.2134831460674157
Test,21894,29,95,0.3052631578947368
Test,114179,26,91,0.2857142857142857
Control,20463,18,106,0.1698113207547169
Test,21584,4,48,0.0833333333333333
Test,26147,21,215,0.0976744186046511
Control,131283,53,185,0.2864864864864865
Control,131511,21,76,0.2763157894736842
Control,139370,14,55,0.2545454545454545
Control,139480,19,116,0.1637931034482758
Control,23959,8,31,0.2580645161290322
Control,132045,19,120,0.1583333333333333
Control,31992,19,89,0.2134831460674157
Control,112062,9,16,0.5625
Control,32304,8,22,0.3636363636363636
Control,24557,28,112,0.25
Control,32742,11,69,0.1594202898550724
Test,125081,11,92,0.1195652173913043
Control,127782,14,77,0.1818181818181818
Test,117060,16,24,0.6666666666666666
Control,127114,9,33,0.2727272727272727
Control,127032,14,75,0.1866666666666666
Control,118835,6,13,0.4615384615384615
Test,125667,1,15,0.0666666666666666
Control,134629,35,147,0.238095238095238
Test,136936,14,143,0.0979020979020979
Control,134273,17,81,0.2098765432098765
Control,134729,46,226,0.2035398230088495
Test,18788,9,97,0.0927835051546391
Control,112776,3,27,0.1111111111111111
Control,134957,14,88,0.1590909090909091
Control,21439,28,92,0.3043478260869565
Control,29392,15,94,0.1595744680851064
Test,115826,13,38,0.3421052631578947
Test,124189,5,17,0.2941176470588235
Test,124593,7,64,0.109375
Test,11661,2,23,0.0869565217391304
Control,130154,13,62,0.2096774193548387
Control,5771,0,8,0.0
Control,135056,35,120,0.2916666666666667
Control,29449,21,71,0.2957746478873239
Control,134900,17,32,0.53125
Control,134726,35,98,0.3571428571428571
Test,18795,11,69,0.1594202898550724
Test,27340,4,57,0.0701754385964912
Test,19061,5,18,0.2777777777777778
Control,28837,12,62,0.1935483870967742
Test,136789,33,196,0.1683673469387755
Control,5970,2,14,0.1428571428571428
Control,130483,32,210,0.1523809523809524
Test,3621,13,42,0.3095238095238095
Control,130939,14,97,0.1443298969072164
Control,130591,44,250,0.176
Test,3905,13,35,0.3714285714285714
Test,11822,24,121,0.1983471074380165
Test,115837,2,16,0.125
Test,25828,14,41,0.3414634146341463
Control,32603,19,83,0.2289156626506024
Control,24198,13,83,0.1566265060240964
Test,25906,4,65,0.0615384615384615
Control,24546,17,61,0.2786885245901639
Control,111875,3,21,0.1428571428571428
